"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.183790458E0,1.321272400E1,-1.582958221E0,8.797206116E-1,1.333625662E1
2.193801458E0,1.308713516E1,-1.717678070E0,6.718029785E-1,1.321646110E1
2.203812459E0,1.328442490E1,-2.471959534E0,2.414479065E-1,1.351461527E1
2.213823458E0,1.347662521E1,-3.402125244E0,1.971400452E-1,1.390081823E1
2.223835459E0,1.331077011E1,-4.000730438E0,7.923023987E-1,1.392157276E1
2.233846459E0,1.308953018E1,-3.967499542E0,1.711241455E0,1.378423739E1
2.243857458E0,1.299357971E1,-3.410956879E0,2.461181946E0,1.365742132E1
2.253868458E0,1.310943878E1,-2.927911377E0,2.737657013E0,1.370856725E1
2.263879458E0,1.327215042E1,-2.644400940E0,2.592608643E0,1.377913106E1
2.273891458E0,1.339983490E1,-2.608176270E0,2.405946808E0,1.386170043E1
2.283902458E0,1.313279022E1,-2.797682190E0,2.253863068E0,1.361532605E1
2.293913458E0,1.307950104E1,-3.223845978E0,2.246678009E0,1.365701623E1
2.303924459E0,1.324625427E1,-3.664978638E0,2.537074127E0,1.397612485E1
2.313935458E0,1.338082443E1,-3.875590668E0,2.780617676E0,1.420557990E1
2.323946458E0,1.346794327E1,-3.855233002E0,2.775079193E0,1.428108476E1
2.333958459E0,1.344294525E1,-3.669918365E0,2.644850006E0,1.418366347E1
2.343969458E0,1.334699478E1,-3.361110535E0,2.461181946E0,1.398201524E1
2.353980458E0,1.316287766E1,-2.982098694E0,2.168540497E0,1.366955847E1
2.363991458E0,1.298175430E1,-2.572999420E0,1.892215118E0,1.336887239E1
2.374002459E0,1.257265503E1,-2.268233185E0,1.731000366E0,1.289235814E1
2.384014458E0,1.206535995E1,-2.176923065E0,1.715881805E0,1.237966701E1
2.394025458E0,1.156330399E1,-2.198478241E0,1.893861694E0,1.192182946E1
2.404036459E0,1.116932327E1,-2.271526337E0,2.210153961E0,1.161027109E1
2.414047458E0,1.055455170E1,-2.229314117E0,2.228116608E0,1.101512172E1
2.424058458E0,1.015742752E1,-2.184407501E0,1.989063721E0,1.057834318E1
2.434070459E0,9.904603271E0,-2.107467499E0,1.826801147E0,1.028979046E1
2.444081458E0,9.610464935E0,-1.997146912E0,1.676663361E0,9.957953208E0
2.454092458E0,9.424401855E0,-1.835034027E0,1.439855804E0,9.708753007E0
2.464103458E0,9.197922821E0,-1.779200134E0,1.177750854E0,9.442162592E0
2.474114459E0,8.916957092E0,-1.804497528E0,9.126521301E-1,9.143372957E0
2.484125459E0,8.664581909E0,-1.778302002E0,7.042854309E-1,8.873181822E0
2.494137459E0,8.495433655E0,-1.737287292E0,5.742059326E-1,8.690240076E0
2.504148459E0,8.273445282E0,-1.838327179E0,2.808160400E-1,8.479870359E0
2.514159458E0,7.824229431E0,-1.854044495E0,2.471360779E-1,8.044695359E0
2.524170458E0,7.281458130E0,-1.779499512E0,2.683918762E-1,7.500552327E0
2.534181458E0,6.913972321E0,-1.786235504E0,3.044668579E-1,7.147471622E0
2.544193458E0,6.640191650E0,-1.865121460E0,4.721182251E-1,6.913300141E0
2.554204458E0,6.313271484E0,-1.966460724E0,6.623725891E-1,6.645532489E0
2.564215458E0,6.009553070E0,-2.089355164E0,7.514373779E-1,6.406620890E0
2.574226459E0,5.803431702E0,-2.212399292E0,7.529342651E-1,6.256312025E0
2.584237458E0,5.714067535E0,-2.280657349E0,7.150630188E-1,6.193809883E0
2.594249459E0,5.730533295E0,-2.241588593E0,5.548960876E-1,6.178320235E0
2.604260459E0,5.777834930E0,-2.129621429E0,2.703378296E-1,6.163744516E0
2.614271458E0,5.688321075E0,-2.124532013E0,-3.787124634E-2,6.072237410E0
2.624282458E0,5.651497650E0,-2.212998047E0,-2.764750671E-1,6.075625442E0
2.634293458E0,5.574557648E0,-2.271825714E0,-3.225791931E-1,6.028344912E0
2.644305458E0,5.549409943E0,-2.383044434E0,-1.919009399E-1,6.042489343E0
2.654316458E0,5.724396057E0,-2.531984711E0,-6.765930176E-2,6.259731190E0
2.664327458E0,5.860463104E0,-2.647993469E0,6.316864014E-2,6.431243075E0
2.674338459E0,6.041436768E0,-2.764900360E0,3.727249146E-2,6.644171992E0
2.684349458E0,6.291865997E0,-2.907254333E0,-7.469467163E-2,6.931470607E0
2.694360458E0,6.483168182E0,-2.999163208E0,-2.118095398E-1,7.146419587E0
2.704372459E0,6.674919434E0,-3.072959747E0,-2.368075562E-1,7.352122746E0
2.714383458E0,6.925498352E0,-3.017425232E0,-1.932481384E-1,7.556766987E0
2.724394458E0,7.254963226E0,-2.984044647E0,-5.807922363E-2,7.844895606E0
2.734405458E0,7.422764282E0,-2.972219238E0,1.206491089E-1,7.996628852E0
2.744416459E0,7.768545227E0,-3.089874573E0,1.911524963E-1,8.362664593E0
2.754428458E0,8.429720306E0,-3.423680420E0,-1.787283325E-1,9.100204167E0
2.764439458E0,9.166488190E0,-4.037254486E0,-8.890013123E-1,1.005555831E1
2.774450459E0,9.869725800E0,-4.458777924E0,-1.461710358E0,1.092834778E1
2.784461458E0,1.020862106E1,-4.574936371E0,-1.776954803E0,1.132711593E1
2.794472458E0,1.023107437E1,-4.301155701E0,-1.638193359E0,1.121866751E1
2.804484458E0,1.029873367E1,-3.739972687E0,-9.045689392E-1,1.099406913E1
2.814495458E0,1.097263229E1,-3.140169983E0,1.493893433E-1,1.141409848E1
2.824506458E0,1.161928757E1,-2.600841522E0,1.278042297E0,1.197520824E1
2.834517458E0,1.191297684E1,-2.275118866E0,2.002236328E0,1.229244212E1
2.844528459E0,1.216220856E1,-2.278112640E0,2.166145477E0,1.256189876E1
2.854539458E0,1.227133163E1,-2.503094788E0,2.037712555E0,1.268870900E1
2.864551459E0,1.223869949E1,-2.753673706E0,1.684596863E0,1.265726474E1
2.874562459E0,1.223555603E1,-2.866089935E0,1.206940155E0,1.262457949E1
2.884573458E0,1.244601837E1,-2.728675690E0,7.803273010E-1,1.276549862E1
2.894584458E0,1.273791138E1,-2.424508209E0,5.551954651E-1,1.297847712E1
2.904595458E0,1.286888901E1,-2.113005981E0,5.209167480E-1,1.305160729E1
2.914607458E0,1.282772461E1,-1.904639282E0,4.556524658E-1,1.297635498E1
2.924618458E0,1.254645950E1,-1.879940643E0,4.053570557E-1,1.269299560E1
2.934629458E0,1.203377563E1,-1.840722198E0,3.876937866E-1,1.217991464E1
2.944640459E0,1.137873779E1,-1.639839935E0,2.998265076E-1,1.150020194E1
2.954651458E0,1.074884766E1,-1.511706390E0,1.176553345E-1,1.085526715E1
2.964663459E0,1.051593201E1,-1.159488831E0,1.065783691E-1,1.058019845E1
2.974674459E0,1.057775345E1,-5.617817688E-1,1.836680603E-1,1.059425319E1
2.984685458E0,1.050365753E1,1.269360352E-1,4.429289246E-1,1.051375862E1
